t_valid,Za_v,Za_a,Ra,Xa,Zb_v,Zb_a,Rb,Xb,Zc_v,Zc_a,Rc,Xc
0.462,624.286101972312,-150.275999177612,-542.144967570542,-309.535088889322,560.66087242661,-155.9050741748,-511.810678899099,-228.889586558696,531.713076941762,-147.794872120727,-449.90661201976,-283.377551425262
0.463,614.391152112541,-153.851338189457,-551.510434236417,-270.763233697882,533.395541322887,-154.197693905435,-480.216674240935,-232.169656251869,568.346848944951,-145.772664860615,-469.91617493334,-319.682544474475
0.464,585.781768261834,-155.801747707347,-534.310658875742,-240.109141516378,522.204034631131,-150.766066188349,-455.69246605097,-255.032213983681,609.759948622158,-147.394476298067,-513.662056289744,-328.570368219486
0.465,553.574363649184,-155.697064383728,-504.517816434947,-227.829649056728,537.891953432789,-147.069469385794,-451.469019779743,-292.40977710545,624.579790986293,-151.174100355965,-547.187372986915,-301.140987167406
0.466,528.938735031436,-153.553654482675,-473.586253744805,-235.567921586571,578.526990198181,-145.801489598631,-478.49688929518,-325.167964785283,609.065954667831,-154.467666655731,-549.585909334865,-262.519838099916
0.467,522.978365735787,-149.882371480587,-452.374757670863,-262.418462860186,616.151351089512,-148.136157420399,-523.300422030996,-325.267821574179,578.588957079488,-155.970662315573,-528.446744409119,-235.603946439216
0.468,545.265961312379,-146.486338174997,-454.617781214633,-301.060860241575,623.438085095029,-152.008172902,-550.504900911582,-292.607928838719,547.176435667095,-155.401893822541,-497.520101936977,-227.76259551991
0.469,588.354916089303,-146.038944382951,-487.991845225636,-328.672277930053,603.110432971344,-154.967805887883,-546.460377130656,-255.192575489773,525.630887509331,-152.842952706194,-467.684704651284,-239.914249137245
0.47,620.658349209783,-148.960139520767,-531.78552488218,-320.03272015467,571.376316095428,-156.017850122854,-522.050615432538,-232.237054582791,525.337538712283,-149.01602183097,-450.37780257386,-270.442904379132
0.471,620.679087003275,-152.790697730786,-551.996073281135,-283.800747224925,541.264000532623,-154.988437190475,-490.505605098688,-228.847044200594,553.896680415179,-146.067214499492,-459.56419799203,-309.196184483083
0.472,596.425290627097,-155.369626909072,-542.159718368352,-248.567831946063,523.453146787987,-152.04623904474,-462.379868514098,-245.373295358585,597.717593089319,-146.474456320404,-498.281099407714,-330.124623531065
0.473,564.061538369203,-155.96067187722,-515.138256654458,-229.778144301057,529.354422793155,-148.175379240531,-449.774547423922,-279.139680841474,623.508563756667,-149.853634424266,-539.176099285209,-313.132660445198
0.474,535.727202312944,-154.476941662301,-483.446631821083,-230.831084299545,563.542934597005,-145.810975386313,-466.156082539643,-316.668826766226,616.754061937474,-153.532864429674,-552.112161273636,-274.877671501575
0.475,522.19395625969,-151.194210278191,-457.576628853018,-251.61509629125,606.246310798715,-147.039050018832,-508.665858012452,-329.838800400298,589.449345021436,-155.69416349493,-537.20135230332,-242.621593082077
0.476,534.590359641749,-147.404943545091,-450.391779058133,-287.982808477772,624.845785641023,-150.722600354492,-545.029385752948,-305.573599152662,557.087456448021,-155.820452969148,-508.212162227172,-228.181577468709
0.477,573.412948666479,-145.749460456833,-473.974226375725,-322.724096450696,612.018945686449,-154.167767437643,-550.862207989127,-266.679616184846,531.082308096679,-153.893161324491,-476.898667141734,-233.700832800684
0.478,613.156077466982,-147.743665077328,-518.526974856611,-327.246316527392,582.346476315757,-155.897699938862,-531.576220395645,-237.811144371451,522.439403893349,-150.332421336439,-453.953728941214,-258.590298968861
0.479,624.189461380498,-151.591460213372,-549.023113669553,-296.961452641694,550.436334441088,-155.561146320392,-501.119063652181,-227.727561611023,541.456636575692,-146.769545254455,-452.913936181203,-296.722523082947
0.48,606.125633283992,-154.728390386586,-548.11589278975,-258.760992800724,527.258157096873,-153.206554819356,-470.650347545643,-237.675018839499,583.528875861928,-145.910359341512,-483.256258367387,-327.061672645144
0.481,574.913830188875,-156.007182527294,-525.239227682805,-233.772679852913,524.069131193318,-149.445272936525,-451.298979181927,-266.416376484385,618.636443810726,-148.558079953511,-527.801668670328,-322.70179447843
0.482,544.085054102882,-155.207596391118,-493.938411735223,-228.152123616287,549.56461136073,-146.255536853786,-456.975777381612,-305.277580157047,622.213776533055,-152.42413967755,-551.529479529415,-288.036832571008
0.483,524.331923306461,-152.45221167088,-464.885999630964,-242.497367295753,593.261337807305,-146.236460517936,-493.20087386591,-329.7148964709,599.808492753647,-155.19692102312,-544.479120303923,-251.620181091399
0.484,527.062816222738,-148.586881282548,-449.812000371719,-274.707802157559,622.433220087809,-149.404950444835,-535.781805374472,-316.797996361326,567.677777552316,-156.017614588222,-518.670415328635,-230.735908322823
0.485,558.504860349145,-145.908906526293,-462.524389842602,-313.047708559489,618.990381473643,-153.171366572005,-552.362493287476,-279.36493761052,538.376148487196,-154.760096646879,-486.977539771324,-229.568623766787
0.486,601.991914955816,-146.726679874808,-503.303120720952,-330.272969443037,593.110164983791,-155.544129230667,-539.896556942082,-245.543021910999,522.616398259934,-151.641354062014,-459.898057424828,-248.237137646759
0.487,624.268943007079,-150.276028429275,-542.130224340097,-309.526304310525,560.665338252609,-155.903056137911,-511.806693428532,-228.909436414634,531.727953120821,-147.795377319418,-449.921698131421,-283.381512594941
0.488,614.372048355938,-153.851602568238,-551.49453501309,-270.752269892177,533.402566903646,-154.195682760312,-480.214849565639,-232.189570472167,568.366903284298,-145.774138776038,-469.940979973008,-319.681735623089
0.489,585.763971264254,-155.801968031158,-534.295348931628,-240.099792047597,522.210250912428,-150.763912886194,-455.688305472335,-255.052375824599,609.779345252518,-147.396117116496,-513.687805602984,-328.566109438238
0.49,553.561230696765,-155.697210830768,-504.50642960925,-227.82295453585,537.898717933313,-147.067068873321,-451.462445832237,-292.432369544611,624.599323413903,-151.175314778042,-547.210868088199,-301.138806292488
0.491,528.930248711648,-153.553872345585,-473.579551214606,-235.562341373868,578.537629138137,-145.799113246477,-478.492201655265,-325.193790352574,609.086289411079,-154.468612952129,-549.608594075935,-262.519525495593
0.492,522.971402162116,-149.882696780256,-452.37022406688,-262.412400349318,616.165796509753,-148.13421535872,-523.301664966167,-325.293185037952,578.607095082735,-155.971609178115,-528.467204129742,-235.602598965663
0.493,545.257211407974,-146.486530032472,-454.611494042151,-301.05450682088,623.452379076333,-152.006782158187,-550.510419890652,-292.628000313979,547.189494866233,-155.40287877431,-497.535891419371,-227.759478488811
0.494,588.34412407433,-146.038706157129,-487.981527598944,-328.668278139209,603.120772017694,-154.966863759693,-546.465548693923,-255.205935922089,525.637481375497,-152.843833468483,-467.694259602966,-239.910069320171
0.495,620.648269749409,-148.959477769101,-531.773192440122,-320.033664705725,571.380636490185,-156.017173704675,-522.051821073057,-232.244973832018,525.33735493287,-149.016520806949,-450.38000022585,-270.438887522538
0.496,620.671670636924,-152.789810929638,-551.985085025914,-283.80589958661,541.262580593949,-154.987794988862,-490.501753254701,-228.851941668157,553.890976223306,-146.067004886118,-459.558334095761,-309.19468155959
0.497,596.420910120974,-155.36863635483,-542.15143902348,-248.575379300326,523.448406360995,-152.045464166571,-462.372362687126,-245.377326468829,597.710305437801,-146.473473218479,-498.269359729054,-330.12914803414
0.498,564.0602561496,-155.959630455721,-515.132909069888,-229.786985185731,529.349509430331,-148.174512874053,-449.766151837004,-279.143890844607,623.503573388326,-149.852259273053,-539.164268321704,-313.143094755629
0.499,535.728672542435,-154.475900237022,-483.443762827335,-230.84050504066,563.539759306632,-145.810265133048,-466.149530454646,-316.672821025564,616.750922916761,-153.531514155375,-552.102873164358,-274.889283825939
0.5,522.196952833324,-151.193177911388,-457.574720873248,-251.62478488054,606.244164128953,-147.038624865487,-508.661609350619,-329.84140691134,589.445868710146,-155.692955855051,-537.193070232217,-242.631484836455
0.501,534.593447322132,-147.403783703273,-450.388550646593,-287.993589106116,624.843988899192,-150.722236551461,-545.025878259359,-305.576181157937,557.082842663453,-155.819317018555,-508.20342921842,-228.189763400184
0.502,573.416499142181,-145.747978460921,-473.968813446195,-322.738354350518,612.018877147865,-154.167291672409,-550.859931861126,-266.684160488186,531.076794833549,-153.891998364134,-476.888972780269,-233.708086405361
0.503,613.162230522521,-147.741974342636,-518.522521306526,-327.264901627531,582.347747696771,-155.897190134789,-531.575264922789,-237.816393399967,522.433133944097,-150.331132093438,-453.942462184918,-258.597410018247
0.504,624.19745378837,-151.589932348454,-549.022224461196,-296.979895554505,550.436404515909,-155.560663239688,-501.117207379964,-227.731815704586,541.449796595002,-146.768012405352,-452.900276363308,-296.730891386133
0.505,606.132136226986,-154.727159296944,-548.116213291611,-258.775546166856,527.255296913564,-153.20600611382,-470.645518283146,-237.678236789572,583.522732914059,-145.908545734633,-483.240818262538,-327.073525973053
0.506,574.917821692687,-156.006112292028,-525.23850751444,-233.784113925363,524.063544873775,-149.444516477346,-451.290651138244,-266.419494896464,618.632813469933,-148.556109052542,-527.787470601807,-322.71805616896
0.507,544.088222679277,-155.206544781099,-493.937100648968,-228.162518089158,549.55762759351,-146.254506055583,-456.964478017535,-305.281921961274,622.213325618145,-152.422130893632,-551.518980966754,-288.055960205972
0.508,524.336409078002,-152.451167487948,-464.885557338596,-242.507914227139,593.254791097314,-146.235229240982,-493.188345780108,-329.721856640712,599.810925970194,-155.194920888246,-544.472544907299,-251.640208940047
0.509,527.069457727924,-148.585900279671,-449.812964843265,-274.718965360093,622.428261489675,-149.403719511631,-535.77073097656,-316.806983082605,567.681534920134,-156.01566509258,-518.665997155975,-230.755083331826
0.51,558.513077898724,-145.907893375709,-462.525659467527,-313.060493384322,618.986335006227,-153.170268009793,-552.353525902398,-279.373701961422,538.37841310453,-154.758155648497,-486.971810820939,-229.586086605281
0.511,602.001907155874,-146.725321027404,-503.303641684342,-330.290388123224,593.106542058354,-155.543120183083,-539.888934698845,-245.551030179399,522.615046047801,-151.639195598695,-459.88751552546,-248.253820553412
0.512,624.283009864053,-150.274233433082,-542.132742830004,-309.550263376625,560.663027305741,-155.902056413113,-511.800589681613,-228.917423079136,531.723907735232,-147.792732159978,-449.905191946755,-283.400127587443
0.513,614.389398051964,-153.84972055485,-551.501215027719,-270.778031349672,533.402343665032,-154.194687121302,-480.21061371653,-232.19781803743,568.36439686841,-145.771117259644,-469.922048474881,-319.705107849035
0.514,585.779235983081,-155.80029545467,-534.302263008212,-240.121646365392,522.211273190169,-150.762912222649,-455.684742991133,-255.060833629946,609.781174141102,-147.393318436014,-513.673296424506,-328.592186269367
0.515,553.569819132684,-155.695687070106,-504.508197823826,-227.839906476339,537.899117233183,-147.065856883819,-451.456594979491,-292.44213644713,624.602585305677,-151.173098756618,-547.202078251839,-301.16154324117
0.516,528.931582170728,-153.552213563952,-473.573925103493,-235.576645870724,578.537510136839,-145.797328926019,-478.481975730878,-325.208624633493,609.088418986096,-154.466784154952,-549.602136149324,-262.537985981232
0.517,522.96840003511,-149.880679307153,-452.358387052964,-262.426822367921,616.168731522902,-148.131841145918,-523.290677677624,-325.316418832857,578.608995013935,-155.969899499824,-528.461908894408,-235.619141749379
0.518,545.254290724159,-146.484241445587,-454.597033472663,-301.071052595497,623.459590480611,-152.004272564084,-550.50396960167,-292.655497838423,547.192770469148,-155.401179264472,-497.532113713717,-227.775599828566
0.519,588.344557352405,-146.036617213286,-487.969903733552,-328.686311270283,603.128747568132,-154.964553939039,-546.462486100857,-255.231340997875,525.643348236136,-152.842149920739,-467.692430068572,-239.926489578475
0.52,620.650452617809,-148.958076436918,-531.767235202635,-320.047796273676,571.386328211514,-156.015054498536,-522.048430896424,-232.266596534278,525.347082957752,-149.014958632918,-450.380966373081,-270.456175194927
0.521,620.671185198838,-152.789077181446,-551.98101875669,-283.812746486933,541.265825888007,-154.985706511506,-490.496351984106,-228.871192954706,553.905725807889,-146.065796482039,-459.564050306258,-309.212607680979
0.522,596.416968423107,-155.368224241354,-542.14606804864,-248.577636006155,523.451110572273,-152.043291445396,-462.365446002568,-245.396127724528,597.729116571795,-146.472869860192,-498.281564667082,-330.144785072584
