t_valid,Za_v,Za_a,Ra,Xa,Zb_v,Zb_a,Rb,Xb,Zc_v,Zc_a,Rc,Xc
1.737,75.1490803377082,-55.7466191488842,42.2979380160871,-62.1149636978931,91.2465477905945,-67.5678762647063,34.8186494507706,-84.3421255015879,67.9055125303182,-71.1496024857558,21.9401519627816,-64.263429443621
1.738,84.138185911592,-56.8038045283405,46.0663012717537,-70.4068903988356,84.3734524307566,-73.4902001738702,23.9771917164814,-80.894831432399,65.5505131515177,-64.1492680727996,28.581866107187,-58.9910730895628
1.739,90.8371098850499,-61.9749899063968,42.680445776735,-80.185784778649,73.9957667662629,-74.4306687862944,19.8607767161256,-71.2805937654799,69.2784705352786,-58.0234436231011,36.6879538130598,-58.7664915127511
1.74,90.3701360159434,-69.1406010896518,32.178628537636,-84.4470091180081,66.8116895396009,-69.7386153643699,23.1371198089816,-62.6775521704609,77.1057870932797,-55.5887857050955,43.5746769587045,-63.6124982312338
1.741,82.1059267012733,-74.2196212806171,22.3287653739286,-79.0114512988523,65.9035952128052,-62.575878674955,30.3534502476942,-58.4974522525045,86.0043121607406,-57.6370911197559,46.0363965376296,-72.6456599121533
1.742,71.9445170357793,-73.8126845265408,20.0565847513695,-69.0923073838374,70.7537573988502,-57.1100977962615,38.4211629133266,-59.4130324629451,91.4882896901575,-63.5160271322431,40.7989703195759,-81.8874298735315
1.743,66.0426377826439,-68.2015148731343,24.5244901763586,-61.3203015882928,79.1218254295407,-55.6569630238386,44.636293202752,-65.3288955089604,89.0755742867861,-70.6078060720066,29.5759965384761,-84.0221301995897
1.744,66.5468933284287,-61.095844638354,32.1651663725952,-58.2571118739037,87.7055866082069,-58.6675156205564,45.6072095326531,-74.9149675360963,79.7467453497238,-74.6617043549334,21.0944246080283,-76.9062328054749
1.745,72.4059611241358,-56.4021518933652,40.0665819300803,-60.309967822492,91.7246723029834,-65.1256835118292,38.5820734999765,-83.2156182067531,70.1222056251606,-72.922304159436,20.5926640715905,-67.0303357307118
1.746,81.1558065925523,-55.950333368566,45.4400565311499,-67.2418486222207,87.4116268349314,-71.9184558225197,27.1299674481463,-83.0948697104209,65.6027956691577,-66.5905842575491,26.0639057720608,-60.2029867657277
1.747,89.1809647767634,-59.8772994100069,44.7557767037236,-77.1373121787423,77.381873862068,-74.8001979771504,20.2884319217155,-74.6748547542138,67.4590554546813,-59.7450461204388,33.9891549442135,-58.270588713484
1.748,91.5186512733977,-66.758383620327,36.1141212571421,-84.091817537298,68.5703045859846,-71.7921060467829,21.4258749688349,-65.1369215793513,74.2047759073753,-55.9097986762419,41.5915818992994,-61.453145424605
1.749,85.445334970696,-73.0257199609579,24.9451154752946,-81.7229862534322,65.4885428401246,-64.958011882117,27.7201422521061,-59.332478094597,83.1616259924759,-56.4652556707511,45.9420211093291,-69.3194542253645
1.75,75.0910207407331,-74.630007893254,19.9029613343274,-72.405341833386,68.6161284806164,-58.5527551231621,35.7979450665916,-58.5378528533269,90.3690992656589,-61.2428785992473,43.4763689914605,-79.2236040672531
1.751,67.3186357457112,-70.4630754275137,22.5123131195689,-63.442844172296,76.1175967600444,-55.6395081632098,42.960612843895,-62.8352948636488,90.8628349865543,-68.3641470748564,33.5016987585123,-84.4611802077599
1.752,65.6895685550858,-63.3534062347851,29.460857032179,-58.7126674567153,85.0881292271699,-57.194900940833,46.099303165696,-71.5181374409095,83.2566562182167,-73.8893919550032,23.1031003652393,-79.9869836795463
1.753,69.9921799165277,-57.5419034625847,37.563588422874,-59.0582938651678,91.2121386742418,-62.7342992446793,41.7858783236055,-81.0777072582467,72.9445857775708,-74.1573919546348,19.9135601339972,-70.1738036381886
1.754,78.1088689277696,-55.5946152980428,44.1349903614514,-64.4445345314099,89.7725526943393,-69.890650956821,30.8649637926088,-84.2998530683113,66.3860865837512,-68.9825933265406,23.8094733993895,-61.9695204786117
1.755,86.8793203641495,-58.1286495075454,45.8734765129049,-73.7810304858674,80.9323149705411,-74.4778507535966,21.6583675228155,-77.9804765485408,66.1902315853722,-61.8217980437898,31.2560493890312,-58.3455751014218
1.756,91.6604764953729,-64.3150050445871,39.7277668592172,-82.6035561688387,71.0018709534463,-73.3997227797214,20.2847378133805,-68.0425976189347,71.5595904077258,-56.7297202456092,39.2568182671295,-59.830403632794
1.757,88.2859458122329,-71.285755167506,28.3264111098232,-83.6183153477622,65.7816177074168,-67.4019812295237,25.2774679964381,-60.731135671036,80.1393357329545,-55.7756602773383,45.0731414733905,-66.2625463549275
1.758,78.5598429021828,-74.7694809770489,20.6379193434395,-75.8005620163157,66.9708111674722,-60.4023051436024,33.0773446870552,-58.2321115612594,88.4753744729237,-59.2513183957649,45.2350976223712,-76.0373449774427
1.759,69.3103193268821,-72.3847922443338,20.9748885259445,-66.0603846228477,73.2890199387303,-56.1285403491699,40.8462861248285,-60.8511409374406,91.6779321882585,-65.9421958522696,37.3732504557966,-83.7142962741922
1.76,65.5054723805386,-65.7738108068359,26.8795096309368,-59.736579026572,82.1653164244648,-56.180444690627,45.7315062362192,-68.26249746749,86.4615030570345,-72.5002041610092,25.9991815754322,-82.4598936955978
1.761,68.0085574436421,-59.1275061526648,34.8971806978603,-58.3725163489296,89.8146904012659,-60.5423307966155,44.1691040778625,-78.2033813644537,76.2225462424855,-74.7535608372834,20.0443385703274,-73.5397922689881
1.762,75.1490822121698,-55.7466137832312,42.2979448880962,-62.1149612861107,91.2465598616507,-67.5678754918724,34.8186551945975,-84.3421361896029,67.9055126172196,-71.1496038031059,21.9401505133083,-64.2634300303115
1.763,84.1381909604608,-56.8037998838225,46.0663097433808,-70.4068908894993,84.3734627508345,-73.4902028096519,23.9771909278233,-80.8948424300163,65.5505127479059,-64.1492693763457,28.5818645890848,-58.9910733766101
1.764,90.8371182765565,-61.9749869799731,42.6804538150903,-80.185790006254,73.9957733316587,-74.4306737767816,19.8607722697344,-71.2806018198497,69.2784696928001,-58.0234448553645,36.6879521030126,-58.766491587156
1.765,90.3701457009524,-69.140600851858,32.1786323367136,-84.4470180346824,66.8116928876175,-69.7386215638651,23.1371141865992,-62.677557814784,77.1057856926071,-55.5887868289214,43.5746749194196,-63.6124979303686
1.766,82.1059345196019,-74.219623696021,22.3287641692623,-79.0114597638256,65.9035960534731,-62.5758853952167,30.3534437736765,-58.4974565588762,86.004310023365,-57.6370920152697,46.0363942581078,-72.6456588262997
1.767,71.9445219141541,-73.8126886915492,20.0565810888205,-69.0923135267865,70.7537556540092,-57.1101045823708,38.4211549289549,-59.4130355483751,91.4882868920385,-63.5160275657856,40.7989684521406,-81.8874276777649
1.768,66.0426402602815,-68.201519992492,24.5244856174651,-61.320306080023,79.1218203048305,-55.6569693476349,44.6362831012456,-65.328896204171,89.0755715003162,-70.6078058494658,29.575995939625,-84.0221274563268
1.769,66.5468937865056,-61.0958502193387,32.1651609193799,-58.2571154080157,87.7055772430857,-58.6675205565278,45.6071982089121,-74.9149634657582,79.7467433202025,-74.6617035719494,21.0944251221575,-76.9062305599745
1.77,72.4059593027266,-56.4021575252545,40.0665749940158,-60.3099702437085,91.7246595851103,-65.1256857244491,38.5820649368891,-83.2156081586264,70.1222044425188,-72.9223031077953,20.5926649546007,-67.0303342222457
1.771,81.1558017359942,-55.9503385255349,45.4400477597325,-67.2418486881885,87.411614521517,-71.9184545448542,27.1299654794002,-83.0948574001113,65.6027950686382,-66.5905831664953,26.0639066798894,-60.202985718316
1.772,89.1809563162953,-59.8773032114366,44.7557673399435,-77.1373078302699,77.3818650880664,-74.8001938957794,20.2884349406368,-74.6748448419363,67.4590552470308,-59.745045086577,33.9891558910406,-58.270587920807
1.773,91.5186404796751,-66.7583849528593,36.114115042108,-84.091808459406,68.570299433622,-71.7921003927511,21.4258797867044,-65.1369145706356,74.2047760839295,-55.9097977348643,41.5915830079413,-61.453144887464
1.774,85.4453251777855,-73.0257184229602,24.9451148100288,-81.7229762175362,65.4885404158406,-64.958005499427,27.7201478355252,-59.3324728102058,83.1616266713284,-56.4652548993332,45.9420224176582,-69.3194541726692
1.775,75.0910139912852,-74.6300042122828,19.902964197064,-72.4053340466694,68.6161285189919,-58.5527485288487,35.797951823879,-58.5378487659911,90.3691004949078,-61.2428781719749,43.4763701736443,-79.2236048206782
1.776,67.318631792751,-70.4630705251203,22.5123172259962,-63.4428385207038,76.1175998080099,-55.639501845604,42.9606214925699,-62.8352926427854,90.8628364128863,-68.3641471834103,33.5016991243878,-84.4611815970741
1.777,65.6895667892665,-63.3534007049434,29.4608619068246,-58.7126630350602,85.0881362359241,-57.1948956798006,46.0993135298828,-71.5181390989498,83.2566572245904,-73.8893925895701,23.1030997586221,-79.9869849022708
1.778,69.9921803442461,-57.541897743214,37.5635945477311,-59.0582904764025,91.212149592334,-62.7342963055999,41.7858874843871,-81.0777148197732,72.9445861409053,-74.1573928828075,19.9135590963936,-70.1738043103151
1.779,78.1088721744445,-55.5946098825225,44.1349982871783,-64.4445330385322,89.7725645914546,-69.8906514424545,30.8649671684734,-84.2998645017651,66.3860864541736,-68.9825943172841,23.8094722813557,-61.9695207693618
1.78,86.8793272101201,-58.1286451786514,45.8734857020834,-73.7810328338108,80.9323240512987,-74.4778544020088,21.6583649873768,-77.9804866772323,66.1902310989785,-61.8217989857268,31.2560482001531,-58.3455751865202
1.781,91.6604864545959,-64.3150029448325,39.7277742029993,-82.6035636880678,71.001876283457,-73.3997283598358,20.284732709365,-68.042604702355,71.5595895562781,-56.7297211080998,39.2568168993894,-59.83040351185
1.782,88.285955909534,-71.2857560640186,28.3264130411428,-83.6183253544506,65.7816201049684,-67.4019877424915,25.2774620142548,-60.7311407578706,80.1393343964116,-55.7756610201611,45.0731398625982,-66.262545834178
1.783,78.5598502660166,-74.769484411323,20.637916734502,-75.8005703585316,66.9708111023686,-60.4023120182366,33.0773376679198,-58.2321154734357,88.4753725507521,-59.2513188969509,45.2350959744911,-76.0373437211806
1.784,69.3103236417857,-72.3847972009057,20.9748841169478,-66.0603905499331,73.289017039684,-56.1285471376885,40.8462772993335,-60.8511433699405,91.6779299025515,-65.9421959218241,37.3732494223843,-83.7142942324033
1.785,65.5054743245873,-65.773816558824,26.8795044316345,-59.7365834978777,82.1653097328571,-56.1804507542128,45.7314952876213,-68.2624967478821,86.4615010433157,-72.5002037197787,25.9991816049195,-82.4598915748602
1.786,68.0085572279592,-59.1275122325194,34.8971743930761,-58.3725198668674,89.8146793735417,-60.5423350167869,44.1690928945053,-78.2033750157156,76.2225449295418,-74.7535600407508,20.0443392474197,-73.5397907235965
1.787,75.1490793764986,-55.7466197536828,42.2979368193981,-62.1149633498845,91.2465464620263,-67.5678765420985,34.8186485354694,-84.3421244421207,67.90551193257,-71.149602887275,21.9401513193029,-64.2634290316856
1.788,84.1381846617071,-56.8038051060167,46.0662998775652,-70.4068898173876,84.3734511677626,-73.4902003953635,23.9771910448424,-80.8948303141675,65.5505124775508,-64.1492684885716,28.5818653852444,-58.9910726904445
1.789,90.8371083424928,-61.9749904147613,42.6804443404947,-80.1857837956561,73.9957656756717,-74.4306689498662,19.8607762199097,-71.2805927716064,69.2784697490735,-58.0234440411001,36.687952967979,-58.7664911134964
1.79,90.3701343481874,-69.1406014634921,32.1786273927933,-84.4470077695191,66.811688604254,-69.7386154886937,23.1371193490661,-62.6775513431952,77.1057861491922,-55.5887861263439,43.5746759574838,-63.6124977727273
1.791,82.1059251950483,-74.2196214911556,22.328764673975,-79.0114499314442,65.9035943554828,-62.5758787824854,30.3534497430484,-58.4974515484927,86.0043110202964,-57.6370915392895,46.0363953952434,-72.6456592859386
1.792,71.9445158213377,-73.8126846108309,20.0565843111649,-69.0923062470478,70.7537565605644,-57.1100979093264,38.4211623408722,-59.4130318348421,91.4882883660958,-63.5160275252479,40.7989691674295,-81.8874289682674
1.793,66.0426368027057,-68.2015148876421,24.5244897969383,-61.3203006846344,79.1218245886622,-55.656963173481,44.6362925577505,-65.3288949312472,89.0755729130067,-70.6078063947157,29.5759956090957,-84.0221290703296
1.794,66.5468924837001,-61.0958446298182,32.1651659729782,-58.2571111296115,87.7055857570882,-58.6675158415014,45.6072088011801,-74.9149669849725,79.7467441195264,-74.6617045842084,21.094423974871,-76.9062317035077
1.795,72.405960356034,-56.4021518975717,40.0665815006155,-60.3099671856494,91.7246714230122,-65.1256838231505,38.5820726776761,-83.2156176180533,70.1222046006847,-72.9223043157327,20.592663587883,-67.0303348075822
1.796,81.1558058875882,-55.9503334251838,45.4400560699863,-67.2418480830234,87.4116259213091,-71.9184562007734,27.1299666160116,-83.094869021023,65.6027947826231,-66.5905843731004,26.0639052984273,-60.2029860047288
1.797,89.1809641244191,-59.8772995629475,44.7557761704383,-77.1373117339628,77.3818729677254,-74.8001983689183,20.2884311766317,-74.6748540298825,67.4590546163574,-59.7450462238757,33.9891544166284,-58.2705880507078
1.798,91.5186506286617,-66.7583838902478,36.1141206065661,-84.0918171150169,68.5703037478746,-71.7921064216383,21.4258742807985,-65.1369209233842,74.2047750504077,-55.9097987897261,41.5915812972528,-61.4531447972813
1.799,85.4453342950488,-73.0257203183324,24.9451147683086,-81.7229857628106,65.4885420213796,-64.9580122412188,27.7201415336791,-59.3324775265521,83.1616250768291,-56.4652558096688,45.9420204354169,-69.3194535735159
1.8,75.0910200564124,-74.6300082819174,19.902960661789,-72.4053413085513,68.6161276092087,-58.5527554811089,35.7979442462601,-58.537852333553,90.3690982756113,-61.242878769752,43.4763682793918,-79.223603328691
1.801,67.3186350770486,-70.4630758123866,22.5123124697939,-63.4428436933528,76.1175957609086,-55.6395085308686,42.9606118767798,-62.8352943145314,90.8628339560841,-68.3641472572741,33.5016981096648,-84.4611793565529
1.802,65.6895678811285,-63.3534066091669,29.4608563462786,-58.712667046842,85.0881280409514,-57.1949013109023,46.0993020610924,-71.5181367416231,83.2566552526054,-73.889392112457,23.1030998774781,-79.986982815346
1.803,69.9921792032358,-57.5419038358095,37.5635876553567,-59.0582935079926,91.2121373026198,-62.7342995873679,41.7858772103121,-81.0777062889466,72.9445849551724,-74.1573920723979,19.9135597652539,-70.1738028879583
1.804,78.1088681525041,-55.5946156936876,44.1349894783826,-64.4445341965347,89.7725512678424,-69.8906512270154,30.8649629046212,-84.2998518743286,66.3860858907615,-68.9825934145802,23.8094730556266,-61.9695198683107
1.805,86.8793195070588,-58.1286499512481,45.8734754889835,-73.7810301132428,80.9323136912742,-74.4778509258248,21.6583669460645,-77.9804753810364,66.1902309720668,-61.8217981189892,31.2560490228417,-58.3455746018262
1.806,91.6604755401504,-64.3150055425678,39.727765727261,-82.6035556532912,71.0018699016952,-73.3997228703277,20.2847374053016,-68.0425966430971,71.5595898526794,-56.7297203275722,39.2568178770482,-59.830403224882
1.807,88.2859447908322,-71.2857556915873,28.3264100172563,-83.6183146394625,65.7816168294373,-67.4019812696387,25.2774676165424,-60.7311348781624,80.1393352599972,-55.7756604066676,45.0731410578136,-66.2625460656068
1.808,78.5598419084393,-74.7694814853977,20.6379184098501,-75.8005612405828,66.9708103889992,-60.4023051675014,33.0773442782724,-58.2321108981627,88.4753741053889,-59.2513186428021,45.2350971066169,-76.0373448566128
1.809,69.3103184116114,-72.3847927222668,20.9748876979196,-66.0603839254558,73.2890192171818,-56.1285403928958,40.8462856762475,-60.8511403695183,91.6779318592469,-65.942196283518,37.3732496915795,-83.7142962550577
1.81,65.505471500283,-65.7738112631022,26.8795087940295,-59.7365784378891,82.1653157501145,-56.1804447920177,45.7315057400924,-68.26249698817,86.4615026284833,-72.5002047684869,25.9991805722859,-82.4598935625368
1.811,68.0085565178961,-59.1275066016015,34.8971797654596,-58.3725158277855,89.8146897637234,-60.5423309977416,44.1691034898134,-78.2033809643806,76.2225456804158,-74.7535615372257,20.0443375241353,-73.5397919715688
1.812,75.1490811589573,-55.7466142382773,42.2979438019712,-62.1149607515036,91.2465592154475,-67.5678758118576,34.8186544769802,-84.3421357867516,67.9055119703469,-71.1496045261734,21.9401494933063,-64.2634296950162
1.813,84.1381897039254,-56.8038003402968,46.0663084944878,-70.406890205039,84.3734620671232,-73.4902032161133,23.9771901596515,-80.89484194459,65.5505120114919,-64.1492701007804,28.581863522118,-58.9910730752693
1.814,90.8371167938772,-61.9749874016242,42.6804525283398,-80.1857890115238,73.9957726333261,-74.4306742182819,19.8607715330368,-71.2806013001813,69.2784688015795,-58.0234455772594,36.6879508906218,-58.7664912934126
1.815,90.370144119959,-69.1406011804973,32.1786312893856,-84.4470167418834,66.8116921842086,-69.7386220073613,23.1371134578526,-62.6775573339923,77.1057845565327,-55.5887875441315,43.5746734833315,-63.6124975370366
1.816,82.105933081211,-74.2196238993282,22.3287634977282,-79.0114584588768,65.9035953144376,-62.5758858338964,30.3534429854162,-58.4974561352906,86.0043085542938,-57.637092697,46.0363926073734,-72.6456581331737
1.817,71.9445207363164,-73.8126887927481,20.0565806384301,-69.0923124310687,70.7537548287983,-57.1101050234044,38.4211540235125,-59.4130351511789,91.4882850993825,-63.5160281403686,40.7989668315133,-81.8874264823787
1.818,66.0426392914495,-68.2015200330902,24.524485214246,-61.320305197844,79.1218193460157,-55.6569698010308,44.6362820433697,-65.3288957657198,89.0755696316796,-70.6078062267374,29.575994765922,-84.0221258884489
1.819,66.546892943089,-61.0958502359894,32.165160494788,-58.2571146790114,87.7055761138854,-58.6675210238866,45.6071970106465,-74.9149628732513,79.7467417139872,-74.6617037337551,21.0944244800987,-76.9062290705428
1.82,72.4059585452067,-56.4021575567914,40.0665745416385,-60.3099696347918,91.7246583020733,-65.1256861771716,38.5820637396783,-83.2156072994694,70.1222032041891,-72.9223031207857,20.5926645757451,-67.030333043186
1.821,81.1558010712866,-55.9503386212093,45.4400472752725,-67.2418482133206,87.4116132220067,-71.9184549345365,27.1299645109228,-83.0948563492937,65.6027941009557,-66.5905831071442,26.0639063577931,-60.2029848032852
1.822,89.1809557479976,-59.8773034363996,44.7557667518738,-77.1373075144458,77.3818639319901,-74.8001942020915,20.2884342383066,-74.6748438347677,67.4590544469343,-59.7450450049974,33.9891555708807,-58.2705871812952
1.823,91.5186399333502,-66.7583853521002,36.1141142405655,-84.0918082090615,68.5702984561333,-71.7921006318141,21.4258792094929,-65.1369137314888,74.2047754190498,-55.9097976773464,41.5915826969693,-61.453144295087
1.824,85.445324560499,-73.0257189609019,24.9451138625316,-81.7229758613473,65.4885395538099,-64.9580057036435,27.7201472591671,-59.3324721280094,83.1616261551688,-56.465254924253,45.9420221023604,-69.3194537624056
1.825,75.0910133142439,-74.6300048066584,19.9029632664942,-72.4053336003125,68.6161276956035,-58.5527487288295,35.7979511899902,-58.5378481884877,90.3691001158267,-61.242878349773,43.4763697454255,-79.2236046232646
1.826,67.3186310924603,-70.4630711219053,22.5123163309971,-63.4428380952167,76.1175989744803,-55.6395020699559,42.9606207760845,-62.8352921229245,90.8628360556084,-68.3641475562615,33.5016984430277,-84.4611814829796
1.827,65.6895660521251,-63.3534012915477,29.4608609751162,-58.7126626778362,85.0881353634692,-57.1948959552209,46.0993127134145,-71.5181385872344,83.2566567690311,-73.8893931096064,23.1030989062183,-79.9869846742941
1.828,69.9921795230608,-57.5418983288033,37.5635935034121,-59.0582901674168,91.2121486626502,-62.7342966443054,41.7858865791895,-81.0777142404034,72.9445856012886,-74.1573934605258,19.913558241512,-70.1738039919857
1.829,78.1088712165389,-55.594610481958,44.1349970716924,-64.444532709948,89.772563619541,-69.8906518281757,30.8649662668014,-84.2998637968873,66.3860858694979,-68.9825949013841,23.8094714399146,-61.9695204663086
1.83,86.8793260636693,-58.1286457989478,45.8734842979723,-73.7810323568399,80.9323231068035,-74.477854795095,21.6583641996228,-77.980485915776,66.1902304598327,-61.8217995649379,31.256047308515,-58.3455749390958
1.831,91.6604851089321,-64.3150035562959,39.7277727382083,-82.603562899345,71.0018754260154,-73.3997287315025,20.2847320230207,-68.0426040122338,71.5595888276313,-56.7297216912303,39.2568158907349,-59.8304033021724
1.832,88.2859544959424,-71.2857566009788,28.3264118039463,-83.6183242810621,65.7816193208687,-67.4019880879931,25.2774613467368,-60.7311401863979,80.1393335421998,-55.7756616208699,45.0731386874404,-66.2625456004425
1.833,78.5598489900289,-74.7694848361623,20.6379158372467,-75.8005692803878,66.9708103500101,-60.4023123469376,33.0773369622522,-58.2321150090107,88.4753715416344,-59.2513195263217,45.235094623317,-76.0373433508155
1.834,69.3103225789347,-72.384797530337,20.97488341548,-66.0603896575172,73.2890162985204,-56.1285474799286,40.8462765227825,-60.8511429985434,91.677928740082,-65.9421965651797,37.3732480084937,-83.7142935905642
1.835,65.5054734214626,-65.7738168342377,26.8795037739002,-59.7365828034951,82.1653089957392,-56.1804511552508,45.7314943995581,-68.262496455583,86.461499832885,-72.5002043240898,25.9991803712176,-82.4598906946696
1.836,68.0085564082937,-59.1275124938831,34.8971737062063,-58.3725193225282,89.8146786136583,-60.5423355170491,44.1690918379984,-78.2033747397207,76.2225438228716,-74.7535605692804,20.0443382780234,-73.5397898407776
1.837,75.1490785944839,-55.7466200397543,42.297936069105,-62.1149629146941,91.2465456264244,-67.5678771425074,34.8186473327827,-84.3421240346154,67.9055109648245,-71.1496033490758,21.9401504886663,-64.2634282926812
1.838,84.1381838854246,-56.8038054553391,46.066299023286,-70.4068894486521,84.3734502693608,-73.4902010366625,23.9771898840971,-80.8948297211772,65.5505115846497,-64.149268912995,28.581864558933,-58.9910720986159
1.839,90.8371075290254,-61.9749908478129,42.6804433522232,-80.1857834001601,73.9957648016704,-74.4306695731678,19.8607752098864,-71.280592145734,69.2784688480824,-58.0234444580718,36.6879520631643,-58.766490616215
1.84,90.3701334694588,-69.1406019623522,32.17862634464,-84.4470072285562,66.8116877769116,-69.7386160791964,23.1371184165863,-62.6775508055028,77.1057851727308,-55.588786559461,43.5746749247905,-63.6124972965387
1.841,82.1059242958105,-74.2196220048429,22.3287637210467,-79.0114492662869,65.9035935250841,-62.5758793509067,30.353448780246,-58.4974511125441,86.004309914005,-57.6370920030827,46.0363942150215,-72.645658724134
1.842,71.9445149747328,-73.8126850994342,20.0565834859486,-69.0923056050435,70.7537556564332,-57.1100984782677,38.4211612599396,-59.4130314571473,91.4882871065825,-63.5160280037301,40.7989679219034,-81.8874281816444
1.843,66.0426360114348,-68.2015153480467,24.5244890103612,-61.3203001470111,79.1218235359507,-55.6569637580056,44.6362912973896,-65.3288945174238,89.0755715913467,-70.6078068329541,29.5759945276011,-84.0221280498682
1.844,66.5468916924686,-61.0958450756184,32.1651651372597,-58.2571106872111,87.7055844909913,-58.6675164322149,45.6072073704398,-74.9149663737235,79.7467429112068,-74.6617049418854,21.0944231751511,-76.9062306699123
1.845,72.405959506335,-56.4021523479646,40.0665805563389,-60.3099667928563,91.724669954632,-65.125684370309,38.5820712653469,-83.2156166543388,70.1222035789828,-72.92230460022,20.5926629550199,-67.0303339331773
1.846,81.1558049282982,-55.9503338977643,45.4400549782525,-67.2418476629947,87.4116244356135,-71.9184566318709,27.1299655296844,-83.0948678128251,65.602793898848,-66.590584613164,26.0639046950602,-60.202985302903
1.847,89.1809630137042,-59.8773000560369,44.7557749491759,-77.1373111584167,77.3818716898999,-74.8001986621471,20.2884304594325,-74.6748529005909,67.4590537973968,-59.7450464469652,33.9891537771111,-58.2705874756379
1.848,91.5186493843632,-66.7583843643014,36.1141194197957,-84.0918162704954,68.5703027223552,-71.7921066119899,21.4258737439568,-65.1369200203959,74.2047742559954,-55.9097990269295,41.5915805975719,-61.4531443115722
1.849,85.4453330664174,-73.0257207081292,24.9451138536382,-81.722984757411,65.488541178253,-64.9580123744749,27.7201410388055,-59.3324768271515,83.1616242871452,-56.4652560999751,45.9420196479341,-69.3194531480532
1.85,75.0910190136474,-74.6300085611655,19.9029600325139,-72.4053404000845,68.6161268858484,-58.5527556029334,35.797943744408,-58.5378517925542,90.3690974593706,-61.2428791388692,43.4763673763171,-79.223602893208
1.851,67.3186342421265,-70.4630760102643,22.5123119714769,-63.4428429842493,76.1175951380659,-55.6395086887313,42.9606113521233,-62.8352939187391,90.8628330877298,-68.3641476887676,33.5016971534215,-84.4611788016783
1.852,65.6895671871516,-63.3534067662678,29.4608558740536,-58.7126665073521,85.0881275167537,-57.1949015613202,46.0993014645127,-71.5181365025076,83.2566543775194,-73.8893925528164,23.1030990198907,-79.9869821521905
1.853,69.9921785982826,-57.5419039912207,37.563587170497,-59.0582930994315,91.2121368294599,-62.7342999808846,41.7858764366945,-81.0777061553509,72.9445841495712,-74.1573924807732,19.913559045165,-70.1738022548914
1.854,78.108867619918,-55.5946158880003,44.1349889588908,-64.4445339067982,89.7725507470295,-69.8906517613075,30.8649619394497,-84.2998516730861,66.3860851614514,-68.982593788014,23.8094723901628,-61.9695193427023
1.855,86.8793190403023,-58.1286502313327,45.8734748818585,-73.7810299411043,80.9323130895866,-74.4778515377799,21.6583659521656,-77.9804750326192,66.1902302694581,-61.8217984726217,31.2560483309473,-58.3455741754024
1.856,91.6604750892549,-64.3150059506544,39.7277649434924,-82.6035555299076,71.0018692631251,-73.39972349702,20.2847364786272,-68.0425962530132,71.559589127151,-56.7297206843231,39.2568171064985,-59.8304028627051
1.857,88.2859442717747,-71.2857562174078,28.3264090833272,-83.6183144078072,65.7816161717904,-67.4019818860751,25.2774667104359,-60.7311345429637,80.1393344750568,-55.77566079227,45.0731401703869,-66.262545719929
1.858,78.5598413185921,-74.7694820644219,20.6379174888641,-75.8005608800173,66.9708096807563,-60.4023057746352,33.0773433114108,-58.2321106328386,88.4753732336781,-59.2513190745844,45.2350960879153,-76.0373444483414
1.859,69.3103177992791,-72.3847933019222,20.9748868442878,-66.0603835540363,73.2890184128993,-56.128541003578,40.8462845794187,-60.8511401370873,91.6779308940917,-65.9421967573552,37.3732486058073,-83.7142956828186
1.86,65.5054708754429,-65.7738118283903,26.8795079482634,-59.736578133274,82.1653148007438,-56.1804454243868,45.7315044582845,-68.2624967041731,86.46150162782,-72.5002052466317,25.9991795832397,-82.4598928251545
1.861,68.0085558544914,-59.1275071640388,34.8971788520403,-58.3725156009417,89.8146886239048,-60.5423316502108,44.1691020387134,-78.2033804749047,76.2225447515554,-74.7535619781348,20.0443367139598,-73.5397912296484
1.862,75.1490804256527,-55.7466148181432,42.2979427605892,-62.1149605734652,91.2465579171408,-67.5678764415155,34.8186530546745,-84.342134969328,67.9055111504364,-71.1496049229183,21.9401487834023,-64.263429071006
1.863,84.1381888710018,-56.8038009617188,46.0663072748324,-70.4068900076768,84.3734607771044,-73.490203767117,23.9771890151029,-80.8948409383417,65.5505112599613,-64.1492704671682,28.581862817201,-58.9910725817137
1.864,90.8371158225608,-61.9749880723282,42.6804511333058,-80.1857886537186,73.9957715062635,-74.4306746746852,19.8607706627258,-71.2806003726804,69.2784680728073,-58.0234459388381,36.6879501338244,-58.7664909067489
1.865,90.3701430215067,-69.1406018561526,32.1786299024194,-84.4470160948905,66.8116912293075,-69.7386223938227,23.1371127044055,-62.6775565942385,77.1057838236271,-55.5887879352033,43.5746726349591,-63.6124972298059
1.866,82.1059319876173,-74.2196245127092,22.328762354466,-79.0114576455403,65.9035944599399,-62.5758861823682,30.3534422360769,-58.497455561429,86.0043077940772,-57.6370931527262,46.0363916226266,-72.645657857208
1.867,71.9445197630806,-73.8126893214711,20.0565797295321,-69.0923116814977,70.7537540151003,-57.1101053695791,38.4211532226861,-59.4130347000403,91.4882842705885,-63.5160286800727,40.7989656905668,-81.8874261248695
1.868,66.0426384328847,-68.2015205010566,24.524484394587,-61.3203046009754,79.121818534289,-55.6569701880818,44.6362811441199,-65.3288953970297,89.0755687169853,-70.6078068219544,29.5759935893501,-84.0221253328972
1.869,66.546892124707,-61.0958506814414,32.1651596463004,-58.257114212647,87.7055752615858,-58.6675214844526,45.607195965252,-74.9149625118561,79.7467407872956,-74.6617043264609,21.0944234394029,-76.906228395074
